date,ticker,open,high,low,close,volume,source,ingested_at,ret_1d,ret_5d,ret_20d,ma_20,ma_50,ma_200,vol_20d,avg_vol_20d,turnover,turnover_20d,rsi_14,atr_14,atr_pct,ma_slope_20,ma_slope_50,dist_ma_20,dist_ma_50,vol_60d,vol_ratio,ret_5d_20d_ratio,high_low_range,close_position,volume_ratio_20d,turnover_ratio_20d,rsi_slope,obv_slope,mfi_14,high_20,low_20,dist_high_20,dist_low_20,ma_gap_20_50,ma_stack_bullish,rank_ret_20d,rank_vol_20d,market_breadth_ma20_pct,market_breadth_ma50_pct,market_avg_ret20_pct,market_median_atr_pct,relative_ret_20d,score,reason,mode,rank,sizing_method,entry,stop,tp1,tp2,trailing_stop_rule,risk_per_share,size,position_value,risk_budget_base,risk_budget_effective,vol_target_multiplier,vol_target_multiplier_market,vol_target_multiplier_asset,vol_target_multiplier_asset_atr,vol_target_multiplier_asset_realized,vol_target_market_vol_index,vol_target_market_regime,vol_target_regime_cap_enabled,vol_target_regime_cap,vol_target_regime_cap_raw,vol_target_realized_weight,vol_target_ref_realized_pct,arb_protection_enabled,arb_worst_case_loss_pct,arb_worst_case_idr,block_status,block_reason
2026-09-08,MEDC,1500.0,1565.0,1490.0,1535.0,87341000.0,split_adjusted_csv,2026-09-08 16:45:52.977473,0.03367003367003374,0.051369863013698724,0.1853281853281854,1399.75,1299.7,1434.35,0.0282517983869994,51897765.0,134068435000.0,73338477575.0,68.24350454371027,58.64958565573882,3.8208199124234925,0.00566775244299305,0.004130293159606436,0.08811074918561035,0.1532899022800304,0.028393023222095356,0.9950260375932038,0.27718321768244814,0.04885993485338837,0.5999999999919999,1.682943379160933,1.828077694453013,4.623599197385232,0.22554508879178115,83.32872396076888,1565.0,1265.0,-0.019169329074109176,0.21343873517690648,0.06517915309442004,0.0,0.9111111111111111,0.7111111111111111,68.88888888888889,64.44444444444444,4.368629675278401,3.0826372997643494,0.1416418885754014,75.18,Trend stack + relative momentum + breakout proximity + volume confirmation + volatility discipline,swing,2,volatility,1535.0,1417.7,1652.3,1769.6,If Close >= TP1 -> Stop Loss = Entry (Break-Even),117.3,500,767500.0,60000.0,66075.21,1.1013,1.15,1.0445,1.0492,1.0374,0.6847,calm,True,1.15,1.15,0.4,2.9309,True,19.56,150156.0,MATERIAL,Public Expose Material Submission - Annual (CORRECTION) [ MEDC ]
