date,ticker,open,high,low,close,volume,source,ingested_at
2026-08-06,AADI,9100.0,9175.0,8950.0,8950.0,9905800.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,ADMR,1620.0,1650.0,1590.0,1595.0,21220700.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,ADRO,2550.0,2560.0,2500.0,2500.0,18191200.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,AKRA,1445.0,1450.0,1430.0,1430.0,14573900.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,AMMN,4480.0,4540.0,4300.0,4320.0,88614700.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,AMRT,1425.0,1430.0,1390.0,1400.0,36788000.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,ANTM,3170.0,3180.0,3070.0,3080.0,172099500.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,ASII,5050.0,5125.0,5025.0,5100.0,53209500.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,BBCA,6450.0,6475.0,6350.0,6350.0,80734000.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,BBNI,3640.0,3690.0,3610.0,3620.0,37046200.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,BBRI,3030.0,3070.0,3030.0,3040.0,117685400.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,BBTN,1220.0,1245.0,1215.0,1220.0,17064600.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,BMRI,4240.0,4280.0,4200.0,4200.0,95744300.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,BRPT,1880.0,1910.0,1845.0,1875.0,218739200.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,BUMI,181.0,183.0,176.0,179.0,4303168100.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,CPIN,3110.0,3170.0,3110.0,3160.0,9501700.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,CUAN,680.0,725.0,680.0,720.0,490208600.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,DEWA,488.0,492.0,472.0,474.0,751764900.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,EMTK,535.0,540.0,515.0,530.0,62962600.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,ESSA,630.0,640.0,615.0,625.0,72878900.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,EXCL,2570.0,2570.0,2470.0,2500.0,6373600.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,GOTO,50.0,50.0,50.0,50.0,35469600.0,yfinance_primary,2026-08-12 07:06:00.255319
2026-08-06,HRTA,2100.0,2150.0,2050.0,2120.0,34960900.0,yfinance_primary,2026-08-12 07:06:00.255319
