ticker,status,reason,start_date,end_date,updated_at,source
CSIS,UMA,UMA atas Saham PT Cahayasakti Investindo Sukses Tbk. (CSIS),2025-11-14,2025-11-28,2026-03-03,idx_announcement_uma
CSMI,SUSPEND,Penghentian Sementara Perdagangan Efek PT Cipta Selera Murni Tbk. (CSMI),2023-03-21,2023-04-04,2026-03-03,idx_announcement_suspend
CSMI,UMA,UMA atas Saham PT Cipta Selera Murni Tbk. (CSMI),2025-07-07,2025-07-21,2026-03-03,idx_announcement_uma
CTBN,UMA,UMA atas Saham PT Citra Tubindo Tbk. (CTBN),2025-05-14,2025-05-28,2026-03-03,idx_announcement_uma
CTTH,SUSPEND,Penghentian Sementara Perdagangan Saham PT Citatah Tbk. (CTTH),2025-12-12,2025-12-26,2026-03-03,idx_announcement_suspend
CTTH,UMA,UMA atas Saham PT Citatah Tbk. (CTTH),2025-10-17,2025-10-31,2026-03-03,idx_announcement_uma
CUAN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Petrindo Jaya Kreasi Tbk. (CUAN),2023-08-14,2023-08-28,2026-03-03,idx_announcement_suspend
CUAN,UMA,UMA atas Saham PT Petrindo Jaya Kreasi Tbk. (CUAN),2023-03-15,2023-03-29,2026-03-03,idx_announcement_uma
CYBR,UMA,UMA atas Saham PT ITSEC Asia Tbk. (CYBR),2024-05-20,2024-06-03,2026-03-03,idx_announcement_uma
DAAZ,SUSPEND,Penghentian Sementara Perdagangan Saham PT Daaz Bara Lestari Tbk. (DAAZ),2024-11-18,2024-12-02,2026-03-03,idx_announcement_suspend
DAAZ,UMA,UMA atas Saham PT Daaz Bara Lestari Tbk. (DAAZ),2024-11-15,2024-11-29,2026-03-03,idx_announcement_uma
DADA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Diamond Citra Propertindo Tbk. (DADA),2025-10-08,2025-10-22,2026-03-03,idx_announcement_suspend
DADA,UMA,UMA atas Saham PT Diamond Citra Propertindo Tbk (DADA),2024-01-11,2024-01-25,2026-03-03,idx_announcement_uma
DART,UMA,UMA atas Saham PT Duta Anggada Realty Tbk (DART),2024-08-06,2024-08-20,2026-03-03,idx_announcement_uma
DATA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Remala Abadi Tbk. (DATA),2025-01-22,2025-02-05,2026-03-03,idx_announcement_suspend
DATA,UMA,UMA atas Saham PT Remala Abadi Tbk. (DATA),2025-01-21,2025-02-04,2026-03-03,idx_announcement_uma
DCII,SUSPEND,Penghentian Sementara Perdagangan Saham PT DCI Indonesia Tbk. (DCII),2025-02-24,2025-03-10,2026-03-03,idx_announcement_suspend
DCII,UMA,UMA atas Saham PT DCI Indonesia Tbk. (DCII),2025-02-20,2025-03-06,2026-03-03,idx_announcement_uma
DEFI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Danasupra Erapacific Tbk (DEFI),2025-09-15,2025-09-29,2026-03-03,idx_announcement_suspend
DEFI,UMA,UMA atas Saham PT Danasupra Erapacific Tbk (DEFI),2025-08-28,2025-09-11,2026-03-03,idx_announcement_uma
DEPO,UMA,UMA atas Saham PT Caturkarda Depo Bangunan Tbk. (DEPO),2025-09-26,2025-10-10,2026-03-03,idx_announcement_uma
DEWI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Dewi Shri Farmindo Tbk (DEWI),2023-07-04,2023-07-18,2026-03-03,idx_announcement_suspend
DEWI,UMA,UMA atas Saham PT Dewi Shri Farmindo Tbk (DEWI),2023-06-26,2023-07-10,2026-03-03,idx_announcement_uma
DFAM,UMA,UMA atas Saham PT Dafam Property Indonesia Tbk. (DFAM),2025-08-21,2025-09-04,2026-03-03,idx_announcement_uma
DGNS,UMA,UMA atas Saham PT Diagnos Laboratorium Utama Tbk. (DGNS),2023-10-03,2023-10-17,2026-03-03,idx_announcement_uma
DGWG,UMA,UMA atas Saham PT Delta Giri Wacana Tbk. (DGWG),2025-12-22,2026-01-05,2026-03-03,idx_announcement_uma
DKFT,UMA,UMA atas Saham PT Central Omega Resources Tbk. (DKFT),2025-08-08,2025-08-22,2026-03-03,idx_announcement_uma
DKHH,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Cipta Sarana Medika Tbk. (DKHH, DKHH-W)",2025-05-20,2025-06-03,2026-03-03,idx_announcement_suspend
DKHH,UMA,UMA atas Saham PT Cipta Sarana Medika Tbk. (DKHH),2025-05-16,2025-05-30,2026-03-03,idx_announcement_uma
DMMX,SUSPEND,Penghentian Sementara Perdagangan Saham PT Digital Mediatama Maxima Tbk (DMMX),2024-04-04,2024-04-18,2026-03-03,idx_announcement_suspend
DMMX,UMA,UMA atas Saham PT Digital Mediatama Maxima Tbk (DMMX),2024-03-20,2024-04-03,2026-03-03,idx_announcement_uma
DNAR,UMA,UMA atas Saham PT Bank Oke Indonesia Tbk (DNAR),2024-10-17,2024-10-31,2026-03-03,idx_announcement_uma
DNET,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indoritel Makmur Internasional Tbk (DNET),2024-09-06,2024-09-20,2026-03-03,idx_announcement_suspend
DNET,UMA,UMA atas Saham PT Indoritel Makmur Internasional Tbk (DNET),2024-09-04,2024-09-18,2026-03-03,idx_announcement_uma
DOOH,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Era Media Sejahtera Tbk. (DOOH, DOOH-W)",2023-10-02,2023-10-16,2026-03-03,idx_announcement_suspend
DOOH,UMA,UMA atas Saham PT Era Media Sejahtera Tbk. (DOOH),2023-06-05,2023-06-19,2026-03-03,idx_announcement_uma
DOSS,UMA,UMA atas Saham PT Global Sukses Digital Tbk. (DOSS),2024-11-22,2024-12-06,2026-03-03,idx_announcement_uma
DPNS,SUSPEND,Penghentian Sementara Perdagangan Efek Duta Pertiwi Nusantara Tbk (DPNS),2025-10-31,2025-11-14,2026-03-03,idx_announcement_suspend
DPUM,SUSPEND,Penghentian Sementara Perdagangan Saham PT Dua Putra Utama Makmur Tbk. (DPUM),2025-12-18,2026-01-01,2026-03-03,idx_announcement_suspend
DPUM,UMA,UMA atas Saham PT Dua Putra Utama Makmur Tbk. (DPUM),2025-12-17,2025-12-31,2026-03-03,idx_announcement_uma
DSNG,UMA,UMA atas Saham PT Dharma Satya Nusantara Tbk (DSNG),2023-08-28,2023-09-11,2026-03-03,idx_announcement_uma
DSSA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Dian Swastatika Sentosa Tbk (DSSA),2024-01-19,2024-02-02,2026-03-03,idx_announcement_suspend
DSSA,UMA,UMA atas Saham PT Dian Swastatika Sentosa Tbk (DSSA),2024-01-16,2024-01-30,2026-03-03,idx_announcement_uma
DUTI,UMA,UMA atas Saham PT Duta Pertiwi Tbk (DUTI),2025-09-01,2025-09-15,2026-03-03,idx_announcement_uma
DWGL,SUSPEND,Penghentian Sementara Perdagangan Saham PT Dwi Guna Laksana Tbk (DWGL),2024-11-12,2024-11-26,2026-03-03,idx_announcement_suspend
DWGL,UMA,UMA atas Saham PT Dwi Guna Laksana Tbk (DWGL),2024-11-11,2024-11-25,2026-03-03,idx_announcement_uma
ECII,UMA,UMA atas Saham PT Electronic City Indonesia Tbk. (ECII),2024-12-03,2024-12-17,2026-03-03,idx_announcement_uma
EDGE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indointernet Tbk. (EDGE),2025-02-25,2025-03-11,2026-03-03,idx_announcement_suspend
EDGE,UMA,UMA atas Saham PT Indointernet Tbk. (EDGE),2023-11-23,2023-12-07,2026-03-03,idx_announcement_uma
ELIT,UMA,UMA atas Saham PT Data Sinergitama Jaya Tbk. (ELIT),2025-02-24,2025-03-10,2026-03-03,idx_announcement_uma
ELPI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pelayaran Nasional Ekalya Purnamasari Tbk. (ELPI),2026-01-30,2026-02-13,2026-03-03,idx_announcement_suspend
ELPI,UMA,UMA atas Saham PT Pelayaran Nasional Ekalya Purnamasari Tbk. (ELPI),2025-11-06,2025-11-20,2026-03-03,idx_announcement_uma
EMAS,UMA,UMA atas Saham PT Merdeka Gold Resources Tbk. (EMAS),2025-12-29,2026-01-12,2026-03-03,idx_announcement_uma
EMDE,UMA,UMA atas Saham PT Megapolitan Developments Tbk (EMDE),2024-07-22,2024-08-05,2026-03-03,idx_announcement_uma
ENAK,UMA,UMA atas Saham PT Champ Resto Indonesia Tbk. (ENAK),2024-10-10,2024-10-24,2026-03-03,idx_announcement_uma
ENVY,SUSPEND,Penghentian Sementara Perdagangan Efek PT Envy Technologies Indonesia Tbk (ENVY),2023-03-07,2023-03-21,2026-03-03,idx_announcement_suspend
ENZO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Morenzo Abadi Perkasa Tbk. (ENZO),2026-01-21,2026-02-04,2026-03-03,idx_announcement_suspend
ENZO,UMA,UMA atas Saham PT Morenzo Abadi Perkasa Tbk. (ENZO),2026-01-14,2026-01-28,2026-03-03,idx_announcement_uma
ERTX,UMA,UMA atas Saham PT Eratex Djaja Tbk (ERTX),2023-06-23,2023-07-07,2026-03-03,idx_announcement_uma
ESTA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Esta Multi Usaha Tbk. (ESTA),2025-10-02,2025-10-16,2026-03-03,idx_announcement_suspend
ESTA,UMA,UMA atas Saham PT Esta Multi Usaha Tbk. (ESTA),2025-10-01,2025-10-15,2026-03-03,idx_announcement_uma
ESTI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Ever Shine Tex Tbk. (ESTI),2025-10-10,2025-10-24,2026-03-03,idx_announcement_suspend
ESTI,UMA,UMA atas Saham PT Ever Shine Tex Tbk. (ESTI),2025-09-25,2025-10-09,2026-03-03,idx_announcement_uma
ETWA,SUSPEND,Penghentian Sementara Perdagangan Efek Eterindo Wahanatama Tbk (ETWA),2024-02-01,2024-02-15,2026-03-03,idx_announcement_suspend
EURO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Estee Gold Feet Tbk. (EURO),2024-04-18,2024-05-02,2026-03-03,idx_announcement_suspend
EURO,UMA,UMA atas Saham PT Estee Gold Feet Tbk. (EURO),2024-04-02,2024-04-16,2026-03-03,idx_announcement_uma
FAPA,UMA,UMA atas Saham PT FAP Agri Tbk. (FAPA),2024-10-16,2024-10-30,2026-03-03,idx_announcement_uma
FAST,SUSPEND,Penghentian Sementara Perdagangan Saham PT Fast Food Indonesia Tbk. (FAST),2025-09-26,2025-10-10,2026-03-03,idx_announcement_suspend
FAST,UMA,UMA atas Saham PT Fast Food Indonesia Tbk. (FAST),2025-09-25,2025-10-09,2026-03-03,idx_announcement_uma
FILM,SUSPEND,Penghentian Sementara Perdagangan Saham PT MD Entertainment Tbk. (FILM),2025-08-11,2025-08-25,2026-03-03,idx_announcement_suspend
FILM,UMA,UMA atas Saham PT MD Pictures Tbk (FILM),2023-06-09,2023-06-23,2026-03-03,idx_announcement_uma
FIMP,SUSPEND,Penghentian Sementara Perdagangan Saham PT Fimperkasa Utama Tbk. (FIMP),2025-01-17,2025-01-31,2026-03-03,idx_announcement_suspend
FIMP,UMA,UMA atas Saham PT Fimperkasa Utama Tbk. (FIMP),2025-01-13,2025-01-27,2026-03-03,idx_announcement_uma
FIRE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Alfa Energi Investama Tbk (FIRE),2023-10-13,2023-10-27,2026-03-03,idx_announcement_suspend
FIRE,UMA,UMA atas Saham PT Alfa Energi Investama Tbk (FIRE),2023-10-11,2023-10-25,2026-03-03,idx_announcement_uma
FITT,SUSPEND,Penghentian Sementara Perdagangan Saham PT Hotel Fitra International Tbk. (FITT),2025-05-15,2025-05-29,2026-03-03,idx_announcement_suspend
FITT,UMA,UMA atas Saham PT Hotel Fitra International Tbk. (FITT),2025-05-14,2025-05-28,2026-03-03,idx_announcement_uma
FLMC,SUSPEND,Penghentian Sementara Perdagangan Efek PT Falmaco Nonwoven Industri Tbk (FLMC),2023-07-03,2023-07-17,2026-03-03,idx_announcement_suspend
FLMC,UMA,UMA atas Saham PT Falmaco Nonwoven Industri Tbk. (FLMC),2024-01-17,2024-01-31,2026-03-03,idx_announcement_uma
FMII,SUSPEND,Penghentian Sementara Perdagangan Saham PT Fortune Mate Indonesia Tbk (FMII),2024-09-11,2024-09-25,2026-03-03,idx_announcement_suspend
FMII,UMA,UMA atas Saham PT Fortune Mate Indonesia Tbk (FMII),2024-09-10,2024-09-24,2026-03-03,idx_announcement_uma
FOLK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Multi Garam Utama Tbk. (FOLK),2025-10-07,2025-10-21,2026-03-03,idx_announcement_suspend
FOLK,UMA,UMA atas Saham PT Multi Garam Utama Tbk. (FOLK),2025-09-23,2025-10-07,2026-03-03,idx_announcement_uma
FOOD,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sentra Food Indonesia Tbk. (FOOD),2025-09-16,2025-09-30,2026-03-03,idx_announcement_suspend
FOOD,UMA,UMA atas Saham PT Sentra Food Indonesia Tbk. (FOOD),2025-09-11,2025-09-25,2026-03-03,idx_announcement_uma
FORE,UMA,UMA atas Saham PT Fore Kopi Indonesia Tbk. (FORE),2025-06-04,2025-06-18,2026-03-03,idx_announcement_uma
FORU,SUSPEND,Penghentian Sementara Perdagangan Saham PT Fortune Indonesia Tbk (FORU),2024-01-26,2024-02-09,2026-03-03,idx_announcement_suspend
FORU,UMA,UMA atas Saham PT Fortune Indonesia Tbk (FORU),2024-01-25,2024-02-08,2026-03-03,idx_announcement_uma
FORZ,SUSPEND,Penghentian Sementara Perdagangan Efek PT Forza Land Indonesia Tbk. (FORZ),2023-10-06,2023-10-20,2026-03-03,idx_announcement_suspend
FPNI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Lotte Chemical Titan Tbk. (FPNI),2025-11-07,2025-11-21,2026-03-03,idx_announcement_suspend
FPNI,UMA,UMA atas Saham PT Lotte Chemical Titan Tbk. (FPNI),2025-11-06,2025-11-20,2026-03-03,idx_announcement_uma
FREN,SUSPEND,Penghentian Sementara Perdagangan Efek PT Smartfren Telecom Tbk (FREN),2025-04-14,2025-04-28,2026-03-03,idx_announcement_suspend
FUJI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Fuji Finance Indonesia Tbk. (FUJI),2025-09-19,2025-10-03,2026-03-03,idx_announcement_suspend
FUJI,UMA,UMA atas Saham PT Fuji Finance Indonesia Tbk. (FUJI),2024-12-04,2024-12-18,2026-03-03,idx_announcement_uma
FUTR,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Lini Imaji Kreasi Ekosistem Tbk. (FUTR, FUTR-W)",2024-12-02,2024-12-16,2026-03-03,idx_announcement_suspend
FUTR,UMA,UMA atas Saham PT Lini Imaji Kreasi Ekosistem Tbk. (FUTR),2024-11-15,2024-11-29,2026-03-03,idx_announcement_uma
FWCT,UMA,UMA atas Saham PT Wijaya Cahaya Timber Tbk. (FWCT),2023-03-17,2023-03-31,2026-03-03,idx_announcement_uma
GEMA,UMA,UMA atas Saham PT Gema Grahasarana Tbk (GEMA),2023-10-02,2023-10-16,2026-03-03,idx_announcement_uma
GGRP,SUSPEND,Penghentian Sementara Perdagangan Saham PT Gunung Raja Paksi Tbk. (GGRP),2024-11-14,2024-11-28,2026-03-03,idx_announcement_suspend
GGRP,UMA,UMA atas Saham PT Gunung Raja Paksi Tbk. (GGRP),2024-11-11,2024-11-25,2026-03-03,idx_announcement_uma
GIAA,UMA,UMA atas Saham PT Garuda Indonesia (Persero) Tbk. (GIAA),2025-06-12,2025-06-26,2026-03-03,idx_announcement_uma
GLOB,SUSPEND,Penghentian Sementara Perdagangan Saham PT Globe Kita Terang Tbk. (GLOB),2025-10-21,2025-11-04,2026-03-03,idx_announcement_suspend
GLOB,UMA,UMA atas Saham PT Globe Kita Terang Tbk. (GLOB),2025-03-12,2025-03-26,2026-03-03,idx_announcement_uma
GLVA,UMA,UMA atas Saham PT Galva Technologies Tbk (GLVA),2023-10-20,2023-11-03,2026-03-03,idx_announcement_uma
GMFI,UMA,UMA atas Saham PT Garuda Maintenance Facility Aero Asia Tbk. (GMFI),2025-12-09,2025-12-23,2026-03-03,idx_announcement_uma
GMTD,UMA,UMA atas Saham PT Gowa Makassar Tourism Development Tbk. (GMTD),2025-11-12,2025-11-26,2026-03-03,idx_announcement_uma
GOLF,UMA,UMA atas Saham PT Intra Golflink Resorts Tbk. (GOLF),2026-01-22,2026-02-05,2026-03-03,idx_announcement_uma
GOOD,UMA,UMA atas Saham PT Garudafood Putra Putri Jaya Tbk (GOOD),2023-03-21,2023-04-04,2026-03-03,idx_announcement_uma
GPRA,UMA,UMA atas Saham PT Perdana Gapuraprima Tbk. (GPRA),2025-06-18,2025-07-02,2026-03-03,idx_announcement_uma
GPSO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Geoprima Solusi Tbk. (GPSO),2024-11-01,2024-11-15,2026-03-03,idx_announcement_suspend
GPSO,UMA,UMA atas Saham PT Geoprima Solusi Tbk. (GPSO),2023-11-28,2023-12-12,2026-03-03,idx_announcement_uma
GRIA,UMA,UMA atas Saham PT Ingria Pratama Capitalindo Tbk. (GRIA),2025-01-22,2025-02-05,2026-03-03,idx_announcement_uma
GRPH,UMA,UMA atas Saham PT Griptha Putra Persada Tbk. (GRPH),2024-02-01,2024-02-15,2026-03-03,idx_announcement_uma
GRPM,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Graha Prima Mentari Tbk. (GRPM, GRPM-W)",2025-02-06,2025-02-20,2026-03-03,idx_announcement_suspend
GRPM,UMA,UMA atas Saham PT Graha Prima Mentari Tbk. (GRPM),2025-01-16,2025-01-30,2026-03-03,idx_announcement_uma
GSMF,UMA,UMA atas Saham PT Equity Development Investment Tbk. (GSMF),2025-08-28,2025-09-11,2026-03-03,idx_announcement_uma
GTBO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Garda Tujuh Buana Tbk (GTBO),2023-09-08,2023-09-22,2026-03-03,idx_announcement_suspend
GTBO,UMA,UMA atas Saham PT Garda Tujuh Buana Tbk (GTBO),2023-08-08,2023-08-22,2026-03-03,idx_announcement_uma
GTRA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Grahaprima Suksesmandiri Tbk. (GTRA),2024-02-16,2024-03-01,2026-03-03,idx_announcement_suspend
GTRA,UMA,UMA atas Saham PT Grahaprima Suksesmandiri Tbk. (GTRA),2024-02-07,2024-02-21,2026-03-03,idx_announcement_uma
GTSI,SUSPEND,Penghentian Sementara Perdagangan Saham PT GTS Internasional Tbk. (GTSI),2025-12-04,2025-12-18,2026-03-03,idx_announcement_suspend
GTSI,UMA,UMA atas Saham PT GTS Internasional Tbk. (GTSI),2025-09-01,2025-09-15,2026-03-03,idx_announcement_uma
GULA,UMA,UMA atas Saham PT Aman Agrindo Tbk. (GULA),2023-10-24,2023-11-07,2026-03-03,idx_announcement_uma
GZCO,UMA,UMA atas Saham PT Gozco Plantations Tbk (GZCO),2023-12-11,2023-12-25,2026-03-03,idx_announcement_uma
HAJJ,UMA,UMA atas Saham PT Arsy Buana Travelindo Tbk. (HAJJ),2025-02-21,2025-03-07,2026-03-03,idx_announcement_uma
HALO,UMA,UMA atas Saham PT Haloni Jane Tbk. (HALO),2023-04-04,2023-04-18,2026-03-03,idx_announcement_uma
HATM,UMA,UMA atas Saham PT Habco Trans Maritima Tbk. (HATM),2024-10-17,2024-10-31,2026-03-03,idx_announcement_uma
HBAT,SUSPEND,Penghentian Sementara Perdagangan Saham PT Minahasa Membangun Hebat Tbk. (HBAT),2025-08-22,2025-09-05,2026-03-03,idx_announcement_suspend
HBAT,UMA,UMA atas Saham PT Minahasa Membangun Hebat Tbk. (HBAT),2025-07-31,2025-08-14,2026-03-03,idx_announcement_uma
HDFA,UMA,UMA atas Saham PT Radana Bhaskara Finance Tbk (HDFA),2024-08-28,2024-09-11,2026-03-03,idx_announcement_uma
HDIT,UMA,UMA atas Saham PT Hensel Davest Indonesia Tbk. (HDIT),2025-12-03,2025-12-17,2026-03-03,idx_announcement_uma
HDTX,SUSPEND,Penghentian Sementara Perdagangan Efek Panasia Indo Resources Tbk (HDTX),2025-07-17,2025-07-31,2026-03-03,idx_announcement_suspend
HELI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Jaya Trishindo Tbk (HELI),2023-11-15,2023-11-29,2026-03-03,idx_announcement_suspend
HELI,UMA,UMA atas Saham PT Jaya Trishindo Tbk (HELI),2023-11-14,2023-11-28,2026-03-03,idx_announcement_uma
HERO,UMA,UMA atas Saham PT DFI Retail Nusantara Tbk. (HERO),2025-09-30,2025-10-14,2026-03-03,idx_announcement_uma
HILL,SUSPEND,Penghentian Sementara Perdagangan Saham PT Hillcon Tbk. (HILL),2026-02-19,2026-03-05,2026-03-03,idx_announcement_suspend
HILL,UMA,UMA atas Saham PT Hillcon Tbk. (HILL),2024-04-22,2024-05-06,2026-03-03,idx_announcement_uma
HITS,SUSPEND,Penghentian Sementara Perdagangan Efek Humpuss Intermoda Transportasi Tbk (HITS),2025-03-26,2025-04-09,2026-03-03,idx_announcement_suspend
HITS,UMA,UMA atas Saham PT Humpuss Intermoda Transportasi Tbk (HITS),2023-05-12,2023-05-26,2026-03-03,idx_announcement_uma
HKMU,SUSPEND,Penghentian Sementara Perdagangan Efek PT HK Metals Utama Tbk (HKMU),2024-05-27,2024-06-10,2026-03-03,idx_announcement_suspend
HOMI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Grand House Mulia Tbk (HOMI),2023-07-21,2023-08-04,2026-03-03,idx_announcement_suspend
HOMI,UMA,UMA atas Saham PT Grand House Mulia Tbk (HOMI),2023-07-03,2023-07-17,2026-03-03,idx_announcement_uma
HOPE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Harapan Duta Pertiwi Tbk. (HOPE),2025-07-28,2025-08-11,2026-03-03,idx_announcement_suspend
HOPE,UMA,UMA atas Saham PT Harapan Duta Pertiwi Tbk. (HOPE),2025-07-24,2025-08-07,2026-03-03,idx_announcement_uma
HUMI,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Humpuss Maritim Internasional Tbk. (HUMI, HUMI-W)",2024-02-07,2024-02-21,2026-03-03,idx_announcement_suspend
HUMI,UMA,UMA atas Saham PT Humpuss Maritim Internasional Tbk. (HUMI),2024-01-25,2024-02-08,2026-03-03,idx_announcement_uma
IATA,UMA,UMA atas Saham PT MNC Energy Investments Tbk. (IATA),2025-09-16,2025-09-30,2026-03-03,idx_announcement_uma
IBFN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Intan Baru Prana Tbk. (IBFN),2025-11-28,2025-12-12,2026-03-03,idx_announcement_suspend
IBFN,UMA,UMA atas Saham PT Intan Baru Prana Tbk. (IBFN),2025-09-30,2025-10-14,2026-03-03,idx_announcement_uma
IBOS,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Indo Boga Sukses Tbk. (IBOS, IBOS-W)",2024-02-06,2024-02-20,2026-03-03,idx_announcement_suspend
IBOS,UMA,UMA atas Saham PT Indo Boga Sukses Tbk. (IBOS),2024-01-26,2024-02-09,2026-03-03,idx_announcement_uma
IDEA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Idea Indonesia Akademi Tbk. (IDEA),2023-07-03,2023-07-17,2026-03-03,idx_announcement_suspend
IDEA,UMA,UMA atas Saham PT Idea Indonesia Akademi Tbk. (IDEA),2023-06-22,2023-07-06,2026-03-03,idx_announcement_uma
IDPR,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indonesia Pondasi Raya Tbk. (IDPR),2025-10-01,2025-10-15,2026-03-03,idx_announcement_suspend
IDPR,UMA,UMA atas Saham PT Indonesia Pondasi Raya Tbk. (IDPR),2025-09-30,2025-10-14,2026-03-03,idx_announcement_uma
IFSH,SUSPEND,Penghentian Sementara Perdagangan Saham PT Ifishdeco Tbk. (IFSH),2026-01-09,2026-01-23,2026-03-03,idx_announcement_suspend
IFSH,UMA,UMA atas Saham PT Ifishdeco Tbk. (IFSH),2025-01-30,2025-02-13,2026-03-03,idx_announcement_uma
IKAN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Era Mandiri Cemerlang Tbk. (IKAN),2025-02-24,2025-03-10,2026-03-03,idx_announcement_suspend
IKAN,UMA,UMA atas Saham PT Era Mandiri Cemerlang Tbk. (IKAN),2025-02-20,2025-03-06,2026-03-03,idx_announcement_uma
IKBI,UMA,UMA atas Saham PT Sumi Indo Kabel Tbk (IKBI),2023-08-11,2023-08-25,2026-03-03,idx_announcement_uma
IMJS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indomobil Multi Jasa Tbk. (IMJS),2025-12-04,2025-12-18,2026-03-03,idx_announcement_suspend
IMJS,UMA,UMA atas Saham PT Indomobil Multi Jasa Tbk. (IMJS),2025-03-06,2025-03-20,2026-03-03,idx_announcement_uma
IMPC,SUSPEND,Penghentian Sementara Perdagangan Saham PT Impack Pratama Industri Tbk. (IMPC),2025-08-08,2025-08-22,2026-03-03,idx_announcement_suspend
IMPC,UMA,UMA atas Saham PT Impack Pratama Industri Tbk. (IMPC),2025-08-06,2025-08-20,2026-03-03,idx_announcement_uma
INAF,UMA,UMA atas Saham PT Indofarma (Persero) Tbk (INAF),2024-04-19,2024-05-03,2026-03-03,idx_announcement_uma
INAI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indal Aluminium Industry Tbk. (INAI),2026-01-27,2026-02-10,2026-03-03,idx_announcement_suspend
INAI,UMA,UMA atas Saham PT Indal Aluminium Industry Tbk. (INAI),2025-02-28,2025-03-14,2026-03-03,idx_announcement_uma
INDS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indospring Tbk. (INDS),2026-01-14,2026-01-28,2026-03-03,idx_announcement_suspend
INDS,UMA,UMA atas Saham PT Indospring Tbk (INDS),2024-06-27,2024-07-11,2026-03-03,idx_announcement_uma
INDX,SUSPEND,Penghentian Sementara Perdagangan Saham PT Tanah Laut Tbk (INDX),2025-09-19,2025-10-03,2026-03-03,idx_announcement_suspend
INDX,UMA,UMA atas Saham PT Tanah Laut Tbk (INDX),2023-06-07,2023-06-21,2026-03-03,idx_announcement_uma
INDY,UMA,UMA atas Saham PT Indika Energy Tbk. (INDY),2025-09-15,2025-09-29,2026-03-03,idx_announcement_uma
INET,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Sinergi Inti Andalan Prima Tbk. (INET, INET-W)",2025-02-11,2025-02-25,2026-03-03,idx_announcement_suspend
INET,UMA,UMA atas Saham PT Sinergi Inti Andalan Prima Tbk. (INET),2025-01-30,2025-02-13,2026-03-03,idx_announcement_uma
INOV,UMA,UMA atas Saham PT Inocycle Technology Group Tbk. (INOV),2026-01-19,2026-02-02,2026-03-03,idx_announcement_uma
INPC,SUSPEND,Penghentian Sementara Perdagangan Saham PT Bank Artha Graha Internasional Tbk (INPC),2024-10-24,2024-11-07,2026-03-03,idx_announcement_suspend
INPC,UMA,UMA atas Saham PT Bank Artha Graha Internasional Tbk (INPC),2024-10-22,2024-11-05,2026-03-03,idx_announcement_uma
INPP,UMA,UMA atas Saham PT Indonesian Paradise Property Tbk (INPP),2024-02-15,2024-02-29,2026-03-03,idx_announcement_uma
INPS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indah Prakasa Sentosa Tbk (INPS),2023-03-09,2023-03-23,2026-03-03,idx_announcement_suspend
INPS,UMA,UMA atas Saham PT Indah Prakasa Sentosa Tbk (INPS),2023-07-24,2023-08-07,2026-03-03,idx_announcement_uma
INRU,SUSPEND,Penghentian Sementara Perdagangan Saham PT Toba Pulp Lestari Tbk. (INRU),2025-05-28,2025-06-11,2026-03-03,idx_announcement_suspend
