ticker,status,reason,start_date,end_date,updated_at,source
MSKY,SUSPEND,Penghentian Sementara Perdagangan Saham PT MNC Sky Vision Tbk (MSKY),2023-09-08,2023-09-22,2026-03-03,idx_announcement_suspend
MSKY,UMA,UMA atas Saham PT MNC Sky Vision Tbk (MSKY),2023-08-16,2023-08-30,2026-03-03,idx_announcement_uma
MTPS,SUSPEND,Penghentian Sementara Perdagangan Efek PT Meta Epsi Tbk. (MTPS),2025-11-04,2025-11-18,2026-03-03,idx_announcement_suspend
MTPS,UMA,UMA atas Saham PT Meta Epsi Tbk. (MTPS),2025-10-28,2025-11-11,2026-03-03,idx_announcement_uma
MTRA,SUSPEND,Penghentian Sementara Perdagangan Efek PT Mitra Pemuda Tbk. (MTRA),2023-08-04,2023-08-18,2026-03-03,idx_announcement_suspend
MTSM,SUSPEND,Penghentian Sementara Perdagangan Saham PT Metro Realty Tbk (MTSM),2024-10-17,2024-10-31,2026-03-03,idx_announcement_suspend
MTSM,UMA,UMA atas Saham PT Metro Realty Tbk (MTSM),2023-06-27,2023-07-11,2026-03-03,idx_announcement_uma
MYTX,SUSPEND,Penghentian Sementara Perdagangan Saham PT Asia Pacific Investama Tbk. (MYTX),2026-02-24,2026-03-10,2026-03-03,idx_announcement_suspend
MYTX,UMA,UMA atas Saham PT Asia Pacific Investama Tbk. (MYTX),2026-02-19,2026-03-05,2026-03-03,idx_announcement_uma
NAIK,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Adiwarna Anugerah Abadi Tbk. (NAIK, NAIK-W)",2025-02-26,2025-03-12,2026-03-03,idx_announcement_suspend
NAIK,UMA,UMA atas Saham PT Adiwarna Anugerah Abadi Tbk. (NAIK),2025-02-20,2025-03-06,2026-03-03,idx_announcement_uma
NANO,UMA,UMA atas Saham PT Nanotech Indonesia Global Tbk. (NANO),2025-08-28,2025-09-11,2026-03-03,idx_announcement_uma
NASI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Wahana Inti Makmur Tbk. (NASI),2024-05-20,2024-06-03,2026-03-03,idx_announcement_suspend
NASI,UMA,UMA atas Saham PT Wahana Inti Makmur Tbk. (NASI),2024-05-15,2024-05-29,2026-03-03,idx_announcement_uma
NATO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Surya Permata Andalan Tbk. (NATO),2023-11-07,2023-11-21,2026-03-03,idx_announcement_suspend
NATO,UMA,UMA atas Saham PT Surya Permata Andalan Tbk. (NATO),2023-03-20,2023-04-03,2026-03-03,idx_announcement_uma
NAYZ,SUSPEND,Penghentian Sementara Perdagangan Saham PT Hassana Boga Sejahtera Tbk. (NAYZ),2025-01-09,2025-01-23,2026-03-03,idx_announcement_suspend
NAYZ,UMA,UMA atas Saham PT Hassana Boga Sejahtera Tbk. (NAYZ),2025-01-06,2025-01-20,2026-03-03,idx_announcement_uma
NELY,UMA,UMA atas Saham PT Pelayaran Nelly Dwi Putri Tbk. (NELY),2026-01-06,2026-01-20,2026-03-03,idx_announcement_uma
NEST,UMA,UMA atas Saham PT Esta Indonesia Tbk. (NEST),2025-09-24,2025-10-08,2026-03-03,idx_announcement_uma
NETV,SUSPEND,Penghentian Sementara Perdagangan Saham PT Net Visi Media Tbk. (NETV),2024-06-19,2024-07-03,2026-03-03,idx_announcement_suspend
NETV,UMA,UMA atas Saham PT Net Visi Media Tbk. (NETV),2024-05-16,2024-05-30,2026-03-03,idx_announcement_uma
NFCX,UMA,UMA atas Saham PT NFC Indonesia Tbk. (NFCX),2024-03-13,2024-03-27,2026-03-03,idx_announcement_uma
NICE,UMA,UMA atas Saham PT Adhi Kartiko Pratama Tbk. (NICE),2024-03-21,2024-04-04,2026-03-03,idx_announcement_uma
NICK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Charnic Capital Tbk (NICK),2024-08-19,2024-09-02,2026-03-03,idx_announcement_suspend
NICK,UMA,UMA atas Saham PT Charnic Capital Tbk (NICK),2024-08-07,2024-08-21,2026-03-03,idx_announcement_uma
NICL,SUSPEND,Penghentian Sementara Perdagangan Saham PT PAM Mineral Tbk. (NICL),2023-10-23,2023-11-06,2026-03-03,idx_announcement_suspend
NICL,UMA,UMA atas Saham PT PAM Mineral Tbk. (NICL),2023-10-20,2023-11-03,2026-03-03,idx_announcement_uma
NIKL,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pelat Timah Nusantara Tbk (NIKL),2024-03-15,2024-03-29,2026-03-03,idx_announcement_suspend
NIKL,UMA,UMA atas Saham PT Pelat Timah Nusantara Tbk (NIKL),2024-03-14,2024-03-28,2026-03-03,idx_announcement_uma
NINE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Techno9 Indonesia Tbk. (NINE),2025-01-07,2025-01-21,2026-03-03,idx_announcement_suspend
NINE,UMA,UMA atas Saham PT Techno9 Indonesia Tbk. (NINE),2024-12-18,2025-01-01,2026-03-03,idx_announcement_uma
NIPS,SUSPEND,Penghentian Sementara Perdagangan Efek Nipress Tbk (NIPS),2023-08-08,2023-08-22,2026-03-03,idx_announcement_suspend
NIRO,SUSPEND,Penghentian Sementara Perdagangan Saham PT City Retail Developments Tbk. (NIRO),2025-10-23,2025-11-06,2026-03-03,idx_announcement_suspend
NIRO,UMA,UMA atas Saham PT City Retail Developments Tbk. (NIRO),2025-10-22,2025-11-05,2026-03-03,idx_announcement_uma
NRCA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Nusa Raya Cipta Tbk. (NRCA),2025-07-17,2025-07-31,2026-03-03,idx_announcement_suspend
NRCA,UMA,UMA atas Saham PT Nusa Raya Cipta Tbk. (NRCA),2025-07-16,2025-07-30,2026-03-03,idx_announcement_uma
NSSS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Nusantara Sawit Sejahtera Tbk. (NSSS),2025-12-30,2026-01-13,2026-03-03,idx_announcement_suspend
NSSS,UMA,UMA atas Saham PT Nusantara Sawit Sejahtera Tbk. (NSSS),2024-11-19,2024-12-03,2026-03-03,idx_announcement_uma
NTBK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Nusatama Berkah Tbk. (NTBK),2025-10-08,2025-10-22,2026-03-03,idx_announcement_suspend
NTBK,UMA,UMA atas Saham PT Nusatama Berkah Tbk. (NTBK),2023-06-14,2023-06-28,2026-03-03,idx_announcement_uma
NZIA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Nusantara Almazia Tbk. (NZIA),2026-02-06,2026-02-20,2026-03-03,idx_announcement_suspend
NZIA,UMA,UMA atas Saham PT Nusantara Almazia Tbk. (NZIA),2024-08-26,2024-09-09,2026-03-03,idx_announcement_uma
OASA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Maharaksa Biru Energi Tbk. (OASA),2026-01-19,2026-02-02,2026-03-03,idx_announcement_suspend
OASA,UMA,UMA atas Saham PT Maharaksa Biru Energi Tbk. (OASA),2025-05-23,2025-06-06,2026-03-03,idx_announcement_uma
OBAT,UMA,UMA atas Saham PT Brigit Biofarmaka Teknologi Tbk. (OBAT),2025-01-24,2025-02-07,2026-03-03,idx_announcement_uma
OBMD,UMA,UMA atas Saham PT OBM Drilchem Tbk. (OBMD),2025-08-29,2025-09-12,2026-03-03,idx_announcement_uma
OCAP,SUSPEND,Penghentian Sementara Perdagangan Efek ONIX CAPITAL Tbk (OCAP),2023-03-28,2023-04-11,2026-03-03,idx_announcement_suspend
OILS,UMA,UMA atas Saham PT Indo Oil Perkasa Tbk. (OILS),2025-09-30,2025-10-14,2026-03-03,idx_announcement_uma
OKAS,UMA,UMA atas Saham PT Ancora Indonesia Resources Tbk. (OKAS),2025-07-18,2025-08-01,2026-03-03,idx_announcement_uma
OLIV,SUSPEND,Penghentian Sementara Perdagangan Saham PT Oscar Mitra Sukses Sejahtera Tbk. (OLIV),2025-09-12,2025-09-26,2026-03-03,idx_announcement_suspend
OLIV,UMA,UMA atas Saham PT Oscar Mitra Sukses Sejahtera Tbk. (OLIV),2025-09-08,2025-09-22,2026-03-03,idx_announcement_uma
OMRE,UMA,UMA atas Saham PT Indonesia Prima Property Tbk (OMRE),2026-02-27,2026-03-13,2026-03-03,idx_announcement_uma
OPMS,UMA,UMA atas Saham PT Optima Prima Metal Sinergi Tbk. (OPMS),2023-10-12,2023-10-26,2026-03-03,idx_announcement_uma
PACK,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Solusi Kemasan Digital Tbk. (PACK, PACK-W)",2024-11-04,2024-11-18,2026-03-03,idx_announcement_suspend
PACK,UMA,UMA atas Saham PT Solusi Kemasan Digital Tbk. (PACK),2023-09-13,2023-09-27,2026-03-03,idx_announcement_uma
PADA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Personel Alih Daya Tbk. (PADA),2025-11-26,2025-12-10,2026-03-03,idx_announcement_suspend
PADA,UMA,UMA atas Saham PT Personel Alih Daya Tbk. (PADA),2025-10-01,2025-10-15,2026-03-03,idx_announcement_uma
PADI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Minna Padi Investama Sekuritas Tbk. (PADI),2026-01-06,2026-01-20,2026-03-03,idx_announcement_suspend
PADI,UMA,UMA atas Saham PT Minna Padi Investama Sekuritas Tbk. (PADI),2025-12-01,2025-12-15,2026-03-03,idx_announcement_uma
PAMG,UMA,UMA atas Saham PT Bima Sakti Pertiwi Tbk (PAMG),2023-06-27,2023-07-11,2026-03-03,idx_announcement_uma
PANI,UMA,UMA atas Saham PT Pantai Indah Kapuk Dua Tbk (PANI),2023-08-28,2023-09-11,2026-03-03,idx_announcement_uma
PART,UMA,UMA atas Saham PT Cipta Perdana Lancar Tbk. (PART),2025-10-24,2025-11-07,2026-03-03,idx_announcement_uma
PBSA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Paramita Bangun Sarana Tbk. (PBSA),2025-09-01,2025-09-15,2026-03-03,idx_announcement_suspend
PBSA,UMA,UMA atas Saham PT Paramita Bangun Sarana Tbk. (PBSA),2025-08-28,2025-09-11,2026-03-03,idx_announcement_uma
PCAR,UMA,UMA atas Saham PT Prima Cakrawala Abadi Tbk (PCAR),2023-10-17,2023-10-31,2026-03-03,idx_announcement_uma
PDES,UMA,UMA atas Saham PT Destinasi Tirta Nusantara Tbk (PDES),2023-10-04,2023-10-18,2026-03-03,idx_announcement_uma
PEGE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Panca Global Kapital Tbk. (PEGE),2025-12-10,2025-12-24,2026-03-03,idx_announcement_suspend
PEGE,UMA,UMA atas Saham PT Panca Global Kapital Tbk. (PEGE),2025-11-19,2025-12-03,2026-03-03,idx_announcement_uma
PGJO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Tourindo Guide Indonesia Tbk. (PGJO),2025-04-23,2025-05-07,2026-03-03,idx_announcement_suspend
PGJO,UMA,UMA atas Saham PT Tourindo Guide Indonesia Tbk (PGJO),2024-03-20,2024-04-03,2026-03-03,idx_announcement_uma
PGLI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pembangunan Graha Lestari Indah Tbk. (PGLI),2025-10-13,2025-10-27,2026-03-03,idx_announcement_suspend
PGLI,UMA,UMA atas Saham PT Pembangunan Graha Lestari Indah Tbk (PGLI),2024-09-03,2024-09-17,2026-03-03,idx_announcement_uma
PGUN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pradiksi Gunatama Tbk. (PGUN),2025-07-28,2025-08-11,2026-03-03,idx_announcement_suspend
PGUN,UMA,UMA atas Saham PT Pradiksi Gunatama Tbk. (PGUN),2025-01-30,2025-02-13,2026-03-03,idx_announcement_uma
PICO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pelangi Indah Canindo Tbk (PICO),2025-09-29,2025-10-13,2026-03-03,idx_announcement_suspend
PICO,UMA,UMA atas Saham PT Pelangi Indah Canindo Tbk (PICO),2025-09-22,2025-10-06,2026-03-03,idx_announcement_uma
PIPA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Multi Makmur Lemindo Tbk. (PIPA),2025-09-01,2025-09-15,2026-03-03,idx_announcement_suspend
PIPA,UMA,UMA atas Saham PT Multi Makmur Lemindo Tbk. (PIPA),2023-05-19,2023-06-02,2026-03-03,idx_announcement_uma
PJHB,UMA,UMA atas Saham PT Pelayaran Jaya Hidup Baru Tbk. (PJHB),2025-11-12,2025-11-26,2026-03-03,idx_announcement_uma
PKPK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Perdana Karya Perkasa Tbk (PKPK),2024-09-20,2024-10-04,2026-03-03,idx_announcement_suspend
PKPK,UMA,UMA atas Saham PT Perdana Karya Perkasa Tbk (PKPK),2024-09-17,2024-10-01,2026-03-03,idx_announcement_uma
PLAN,SUSPEND,Penghentian Sementara Perdagangan Saham PT Planet Properindo Jaya Tbk. (PLAN),2026-01-27,2026-02-10,2026-03-03,idx_announcement_suspend
PLAN,UMA,UMA atas Saham PT Planet Properindo Jaya Tbk. (PLAN),2026-01-22,2026-02-05,2026-03-03,idx_announcement_uma
PNSE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pudjiadi And Sons Tbk (PNSE),2024-11-14,2024-11-28,2026-03-03,idx_announcement_suspend
PNSE,UMA,UMA atas Saham PT Pudjiadi And Sons Tbk (PNSE),2024-11-13,2024-11-27,2026-03-03,idx_announcement_uma
POLA,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pool Advista Finance Tbk. (POLA),2026-01-15,2026-01-29,2026-03-03,idx_announcement_suspend
POLA,UMA,UMA atas Saham PT Pool Advista Finance Tbk. (POLA),2026-01-12,2026-01-26,2026-03-03,idx_announcement_uma
POLI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pollux Hotels Group Tbk. (POLI),2026-02-24,2026-03-10,2026-03-03,idx_announcement_suspend
POLI,UMA,UMA atas Saham PT Pollux Hotels Group Tbk. (POLI),2026-02-23,2026-03-09,2026-03-03,idx_announcement_uma
POLU,SUSPEND,Penghentian Sementara Perdagangan Saham PT Golden Flower Tbk (POLU),2023-09-20,2023-10-04,2026-03-03,idx_announcement_suspend
POLU,UMA,UMA atas Saham PT Golden Flower Tbk (POLU),2023-06-12,2023-06-26,2026-03-03,idx_announcement_uma
PORT,UMA,UMA atas Saham PT Nusantara Pelabuhan Handal Tbk. (PORT),2025-10-15,2025-10-29,2026-03-03,idx_announcement_uma
PPGL,SUSPEND,Penghentian Sementara Perdagangan Saham PT Prima Globalindo Logistik Tbk. (PPGL),2026-01-08,2026-01-22,2026-03-03,idx_announcement_suspend
PPGL,UMA,UMA atas Saham PT Prima Globalindo Logistik Tbk. (PPGL),2025-11-26,2025-12-10,2026-03-03,idx_announcement_uma
PPRE,UMA,UMA atas Saham PT PP Presisi Tbk. (PPRE),2026-02-24,2026-03-10,2026-03-03,idx_announcement_uma
PPRI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Paperocks Indonesia Tbk. (PPRI),2025-09-11,2025-09-25,2026-03-03,idx_announcement_suspend
PPRI,UMA,UMA atas Saham PT Paperocks Indonesia Tbk. (PPRI),2024-06-11,2024-06-25,2026-03-03,idx_announcement_uma
PPRO,SUSPEND,Penghentian Sementara Perdagangan Efek PT PP Properti Tbk. (PPRO),2024-10-15,2024-10-29,2026-03-03,idx_announcement_suspend
PRAS,SUSPEND,Penghentian Sementara Perdagangan Efek Prima Alloy Steel Universal Tbk (PRAS),2024-03-05,2024-03-19,2026-03-03,idx_announcement_suspend
PRIM,UMA,UMA atas Saham PT Royal Prima Tbk (PRIM),2023-10-17,2023-10-31,2026-03-03,idx_announcement_uma
PSAB,SUSPEND,Penghentian Sementara Perdagangan Saham PT J Resources Asia Pasifik Tbk (PSAB),2024-03-05,2024-03-19,2026-03-03,idx_announcement_suspend
PSAB,UMA,UMA atas Saham PT J Resources Asia Pasifik Tbk (PSAB),2024-01-31,2024-02-14,2026-03-03,idx_announcement_uma
PSAT,UMA,UMA atas Saham PT Pancaran Samudera Transport Tbk. (PSAT),2025-07-14,2025-07-28,2026-03-03,idx_announcement_uma
PSDN,UMA,UMA atas Saham PT Prasidha Aneka Niaga Tbk (PSDN),2023-11-22,2023-12-06,2026-03-03,idx_announcement_uma
PSKT,SUSPEND,Penghentian Sementara Perdagangan Saham PT Red Planet Indonesia Tbk. (PSKT),2025-08-26,2025-09-09,2026-03-03,idx_announcement_suspend
PSKT,UMA,UMA atas Saham PT Red Planet Indonesia Tbk. (PSKT),2025-08-21,2025-09-04,2026-03-03,idx_announcement_uma
PTDU,SUSPEND,Penghentian Sementara Perdagangan Saham PT Djasa Ubersakti Tbk. (PTDU),2025-12-10,2025-12-24,2026-03-03,idx_announcement_suspend
PTDU,UMA,UMA atas Saham PT Djasa Ubersakti Tbk. (PTDU),2025-12-08,2025-12-22,2026-03-03,idx_announcement_uma
PTIS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Indo Straits Tbk (PTIS),2023-03-13,2023-03-27,2026-03-03,idx_announcement_suspend
PTIS,UMA,UMA atas Saham PT Indo Straits Tbk. (PTIS),2025-04-25,2025-05-09,2026-03-03,idx_announcement_uma
PTMP,UMA,UMA atas Saham PT Mitra Pack Tbk. (PTMP),2024-04-02,2024-04-16,2026-03-03,idx_announcement_uma
PTMR,SUSPEND,Penghentian Sementara Perdagangan Saham PT Master Print Tbk. (PTMR),2025-06-23,2025-07-07,2026-03-03,idx_announcement_suspend
PTMR,UMA,UMA atas Saham PT Master Print Tbk. (PTMR),2025-06-20,2025-07-04,2026-03-03,idx_announcement_uma
PTPS,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Pulau Subur Tbk. (PTPS, PTPS-W)",2024-02-07,2024-02-21,2026-03-03,idx_announcement_suspend
PTPS,UMA,UMA atas Saham PT Pulau Subur Tbk. (PTPS),2024-02-05,2024-02-19,2026-03-03,idx_announcement_uma
PTRO,SUSPEND,"Penghentian Sementara Perdagangan Saham dan Waran Terstruktur (WT) PT Petrosea Tbk. (PTRO, PTRODRCG6A, PTROYUCK6A, PTROZPCK6A, PTROHDCK6A)",2025-10-03,2025-10-17,2026-03-03,idx_announcement_suspend
PTRO,UMA,UMA atas Saham PT Petrosea Tbk (PTRO),2023-12-07,2023-12-21,2026-03-03,idx_announcement_uma
PTSN,UMA,UMA atas Saham PT Sat Nusapersada Tbk (PTSN),2025-09-03,2025-09-17,2026-03-03,idx_announcement_uma
PTSP,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pioneerindo Gourmet International Tbk (PTSP),2023-11-15,2023-11-29,2026-03-03,idx_announcement_suspend
PTSP,UMA,UMA atas Saham PT Pioneerindo Gourmet International Tbk (PTSP),2023-11-14,2023-11-28,2026-03-03,idx_announcement_uma
PUDP,SUSPEND,Penghentian Sementara Perdagangan Saham PT Pudjiadi Prestige Tbk. (PUDP),2025-09-24,2025-10-08,2026-03-03,idx_announcement_suspend
PUDP,UMA,UMA atas Saham PT Pudjiadi Prestige Tbk (PUDP),2023-06-06,2023-06-20,2026-03-03,idx_announcement_uma
PURI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Puri Global Sukses Tbk (PURI),2023-11-21,2023-12-05,2026-03-03,idx_announcement_suspend
PURI,UMA,UMA atas Saham PT Puri Global Sukses Tbk (PURI),2023-11-14,2023-11-28,2026-03-03,idx_announcement_uma
PYFA,SUSPEND,"Penghentian Sementara Perdagangan Saham & Waran Seri I PT Pyridam Farma Tbk (PYFA, PYFA-W)",2024-09-30,2024-10-14,2026-03-03,idx_announcement_suspend
PYFA,UMA,UMA atas Saham PT Pyridam Farma Tbk (PYFA),2024-05-02,2024-05-16,2026-03-03,idx_announcement_uma
RAJA,SUSPEND,"Penghentian Sementara Perdagangan Saham dan Waran Terstruktur (WT) PT Rukun Raharja Tbk.(RAJA, RAJADRCG6A, RAJAHDCK6A, RAJAZPCK6A)",2025-10-10,2025-10-24,2026-03-03,idx_announcement_suspend
RAJA,UMA,UMA atas Saham PT Rukun Raharja Tbk (RAJA),2023-12-12,2023-12-26,2026-03-03,idx_announcement_uma
RANC,SUSPEND,Penghentian Sementara Perdagangan Saham PT Supra Boga Lestari Tbk. (RANC),2025-09-26,2025-10-10,2026-03-03,idx_announcement_suspend
RANC,UMA,UMA atas Saham PT Supra Boga Lestari Tbk. (RANC),2025-09-25,2025-10-09,2026-03-03,idx_announcement_uma
RATU,SUSPEND,Penghentian Sementara Perdagangan Saham PT Raharja Energi Cepu Tbk. (RATU),2025-01-15,2025-01-29,2026-03-03,idx_announcement_suspend
RATU,UMA,UMA atas Saham PT Raharja Energi Cepu Tbk. (RATU),2025-01-14,2025-01-28,2026-03-03,idx_announcement_uma
RCCC,SUSPEND,Penghentian Sementara Perdagangan Saham PT Utama Radar Cahaya Tbk. (RCCC),2025-02-11,2025-02-25,2026-03-03,idx_announcement_suspend
RCCC,UMA,UMA atas Saham PT Utama Radar Cahaya Tbk. (RCCC),2024-07-26,2024-08-09,2026-03-03,idx_announcement_uma
REAL,SUSPEND,Penghentian Sementara Perdagangan Saham PT Repower Asia Indonesia Tbk. (REAL),2025-09-16,2025-09-30,2026-03-03,idx_announcement_suspend
REAL,UMA,UMA atas Saham PT Repower Asia Indonesia Tbk. (REAL),2025-09-15,2025-09-29,2026-03-03,idx_announcement_uma
RELF,UMA,UMA atas Saham PT Graha Mitra Asia Tbk. (RELF),2023-09-20,2023-10-04,2026-03-03,idx_announcement_uma
RELI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Reliance Sekuritas Indonesia Tbk. (RELI),2025-07-22,2025-08-05,2026-03-03,idx_announcement_suspend
RELI,UMA,UMA atas Saham PT Reliance Sekuritas Indonesia Tbk. (RELI),2025-07-21,2025-08-04,2026-03-03,idx_announcement_uma
RICY,UMA,UMA atas Saham PT Ricky Putra Globalindo Tbk (RICY),2024-02-27,2024-03-12,2026-03-03,idx_announcement_uma
RIGS,UMA,UMA atas Saham PT Rig Tenders Indonesia Tbk. (RIGS),2024-12-16,2024-12-30,2026-03-03,idx_announcement_uma
RISE,SUSPEND,Penghentian Sementara Perdagangan Saham PT Jaya Sukses Makmur Sentosa Tbk. (RISE),2025-09-25,2025-10-09,2026-03-03,idx_announcement_suspend
RISE,UMA,UMA atas Saham PT Jaya Sukses Makmur Sentosa Tbk. (RISE),2025-09-24,2025-10-08,2026-03-03,idx_announcement_uma
RLCO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Abadi Lestari Indonesia Tbk. (RLCO),2025-12-15,2025-12-29,2026-03-03,idx_announcement_suspend
RLCO,UMA,UMA atas Saham PT Abadi Lestari Indonesia Tbk. (RLCO),2025-12-12,2025-12-26,2026-03-03,idx_announcement_uma
RMKE,SUSPEND,Penghentian Sementara Perdagangan Saham PT RMK Energy Tbk. (RMKE),2025-10-06,2025-10-20,2026-03-03,idx_announcement_suspend
RMKE,UMA,UMA atas Saham PT RMK Energy Tbk. (RMKE),2025-09-30,2025-10-14,2026-03-03,idx_announcement_uma
RMKO,SUSPEND,Penghentian Sementara Perdagangan Saham PT Royaltama Mulia Kontraktorindo Tbk. (RMKO),2025-09-30,2025-10-14,2026-03-03,idx_announcement_suspend
RMKO,UMA,UMA atas Saham PT Royaltama Mulia Kontraktorindo Tbk. (RMKO),2023-09-26,2023-10-10,2026-03-03,idx_announcement_uma
ROCK,SUSPEND,Penghentian Sementara Perdagangan Saham PT Rockfields Properti Indonesia Tbk. (ROCK),2025-08-01,2025-08-15,2026-03-03,idx_announcement_suspend
ROCK,UMA,UMA atas Saham PT Rockfields Properti Indonesia Tbk. (ROCK),2025-07-29,2025-08-12,2026-03-03,idx_announcement_uma
RONY,SUSPEND,Penghentian Sementara Perdagangan Saham PT Aesler Grup Internasional Tbk (RONY),2024-09-30,2024-10-14,2026-03-03,idx_announcement_suspend
RONY,UMA,UMA atas Saham PT Aesler Grup Internasional Tbk (RONY),2023-09-14,2023-09-28,2026-03-03,idx_announcement_uma
RUIS,SUSPEND,Penghentian Sementara Perdagangan Saham PT Radiant Utama Interinsco Tbk (RUIS),2023-09-18,2023-10-02,2026-03-03,idx_announcement_suspend
RUIS,UMA,UMA atas Saham PT Radiant Utama Interinsco Tbk (RUIS),2023-09-11,2023-09-25,2026-03-03,idx_announcement_uma
RUNS,UMA,UMA atas Saham PT Global Sukses Solusi Tbk. (RUNS),2025-09-03,2025-09-17,2026-03-03,idx_announcement_uma
SAFE,UMA,UMA atas Saham PT Steady Safe Tbk (SAFE),2024-01-03,2024-01-17,2026-03-03,idx_announcement_uma
SAGE,UMA,"UMA atas Saham & Waran Seri I PT Saptausaha Gemilangindah Tbk. (SAGE, SAGE-W)",2023-04-04,2023-04-18,2026-03-03,idx_announcement_uma
SAPX,SUSPEND,Penghentian Sementara Perdagangan Saham PT Satria Antaran Prima Tbk (SAPX),2024-05-31,2024-06-14,2026-03-03,idx_announcement_suspend
SAPX,UMA,UMA atas Saham PT Satria Antaran Prima Tbk (SAPX),2023-12-28,2024-01-11,2026-03-03,idx_announcement_uma
SATU,SUSPEND,Penghentian Sementara Perdagangan Saham PT Kota Satu Properti Tbk (SATU),2023-10-17,2023-10-31,2026-03-03,idx_announcement_suspend
SATU,UMA,UMA atas Saham PT Kota Satu Properti Tbk (SATU),2023-09-19,2023-10-03,2026-03-03,idx_announcement_uma
SBAT,SUSPEND,Penghentian Sementara Perdagangan Efek PT Sejahtera Bintang Abadi Textile Tbk. (SBAT),2024-09-18,2024-10-02,2026-03-03,idx_announcement_suspend
SCNP,UMA,UMA atas Saham PT Selaras Citra Nusantara Perkasa Tbk (SCNP),2024-02-16,2024-03-01,2026-03-03,idx_announcement_uma
SDMU,UMA,UMA atas Saham PT Sidomulyo Selaras Tbk. (SDMU),2025-12-02,2025-12-16,2026-03-03,idx_announcement_uma
SEMA,UMA,UMA atas Saham PT Semacom Integrated Tbk. (SEMA),2023-10-02,2023-10-16,2026-03-03,idx_announcement_uma
SFAN,UMA,UMA atas Saham PT Surya Fajar Capital Tbk (SFAN),2023-03-24,2023-04-07,2026-03-03,idx_announcement_uma
SGER,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sumber Global Energy Tbk (SGER),2023-09-21,2023-10-05,2026-03-03,idx_announcement_suspend
SGER,UMA,UMA atas Saham PT Sumber Global Energy Tbk (SGER),2023-08-23,2023-09-06,2026-03-03,idx_announcement_uma
SHID,SUSPEND,Penghentian Sementara Perdagangan Saham PT Hotel Sahid Jaya International Tbk. (SHID),2024-01-11,2024-01-25,2026-03-03,idx_announcement_suspend
SHID,UMA,UMA atas Saham PT Hotel Sahid Jaya International Tbk. (SHID),2023-12-28,2024-01-11,2026-03-03,idx_announcement_uma
SHIP,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sillo Maritime Perdana Tbk. (SHIP),2025-06-10,2025-06-24,2026-03-03,idx_announcement_suspend
SHIP,UMA,UMA atas Saham PT Sillo Maritime Perdana Tbk. (SHIP),2025-03-19,2025-04-02,2026-03-03,idx_announcement_uma
SINI,SUSPEND,Penghentian Sementara Perdagangan Saham PT Singaraja Putra Tbk. (SINI),2024-08-27,2024-09-10,2026-03-03,idx_announcement_suspend
SINI,UMA,UMA atas Saham PT Singaraja Putra Tbk. (SINI),2024-08-26,2024-09-09,2026-03-03,idx_announcement_uma
SIPD,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sreeya Sewu Indonesia Tbk. (SIPD),2026-01-07,2026-01-21,2026-03-03,idx_announcement_suspend
SIPD,UMA,UMA atas Saham PT Sreeya Sewu Indonesia Tbk. (SIPD),2025-12-16,2025-12-30,2026-03-03,idx_announcement_uma
SKBM,SUSPEND,Penghentian Sementara Perdagangan Saham PT Sekar Bumi Tbk. (SKBM),2024-12-18,2025-01-01,2026-03-03,idx_announcement_suspend
