market_date,ticker,primary_source,reference_source,primary_close_before,reference_close,primary_volume_before,reference_volume,classification,root_cause,status,evidence_commit,evidence_paths,verification,resolution_run,resolution_commit,resolved_at
2026-08-06,ISAT,yfinance_fallback,eodhd_deferred,1920.0,1900.0,20146600.0,28310300.0,stale_canonical_snapshot,mixed string and Timestamp ordering retained the older canonical row,resolved_production,0110387,data/raw/prices_daily.csv|data/raw/deferred_eodhd_reference.csv|reports/deferred_eod_reconciliation_details.csv,Yahoo refetch on 2026-08-14 matched EODHD close and volume,31801281241,44f4fb0,2026-08-14T12:41:25.768168+00:00
2026-08-06,MAPI,yfinance_fallback,eodhd_deferred,1665.0,1690.0,9415400.0,12627000.0,stale_canonical_snapshot,mixed string and Timestamp ordering retained the older canonical row,resolved_production,0110387,data/raw/prices_daily.csv|data/raw/deferred_eodhd_reference.csv|reports/deferred_eod_reconciliation_details.csv,Yahoo refetch on 2026-08-14 matched EODHD close and volume,31801281241,44f4fb0,2026-08-14T12:41:25.768168+00:00
2026-08-06,MBMA,yfinance_fallback,eodhd_deferred,540.0,530.0,100899000.0,139332500.0,stale_canonical_snapshot,mixed string and Timestamp ordering retained the older canonical row,resolved_production,0110387,data/raw/prices_daily.csv|data/raw/deferred_eodhd_reference.csv|reports/deferred_eod_reconciliation_details.csv,Yahoo refetch on 2026-08-14 matched EODHD close and volume,31801281241,44f4fb0,2026-08-14T12:41:25.768168+00:00
2026-08-06,TLKM,yfinance_fallback,eodhd_deferred,2690.0,2650.0,89431900.0,138223900.0,stale_canonical_snapshot,mixed string and Timestamp ordering retained the older canonical row,resolved_production,0110387,data/raw/prices_daily.csv|data/raw/deferred_eodhd_reference.csv|reports/deferred_eod_reconciliation_details.csv,Yahoo refetch on 2026-08-14 matched EODHD close and volume,31801281241,44f4fb0,2026-08-14T12:41:25.768168+00:00
